Year,Rank,Country,Happiness Score,Economy (GDP),Freedom,Trust (Government),Health
2018,55,Mauritius,5.891,1.09,0.584,0.05,0.684
2018,56,Jamaica,5.89,0.819,0.575,0.031,0.693
2018,57,South Korea,5.875,1.266,0.244,0.051,0.955
2018,58,Northern Cyprus,5.835,1.229,0.495,0.154,0.909
2018,59,Russia,5.81,1.151,0.399,0.025,0.599
2018,60,Kazakhstan,5.79,1.143,0.454,0.121,0.631
2018,61,Cyprus,5.762,1.229,0.423,0.035,0.909
2018,62,Bolivia,5.752,0.751,0.606,0.054,0.508
2018,63,Estonia,5.739,1.2,0.553,0.174,0.737
2018,64,Paraguay,5.681,0.835,0.541,0.074,0.615
2018,65,Peru,5.663,0.934,0.53,0.034,0.674
2018,66,Kosovo,5.662,0.855,0.448,0.023,0.578
2018,67,Moldova,5.64,0.657,0.232,0.0,0.62
2018,68,Turkmenistan,5.636,1.016,0.417,0.037,0.517
2018,69,Hungary,5.62,1.171,0.259,0.022,0.732
2018,70,Libya,5.566,0.985,0.496,0.148,0.553
2018,71,Philippines,5.524,0.775,0.643,0.105,0.513
2018,72,Honduras,5.504,0.62,0.459,0.074,0.622
2018,73,Belarus,5.483,1.039,0.307,0.154,0.7
2018,74,Turkey,5.483,1.148,0.324,0.109,0.686
2018,75,Pakistan,5.472,0.652,0.334,0.113,0.424
2018,76,Hong Kong,5.43,1.405,0.524,0.291,1.03
2018,77,Portugal,5.41,1.188,0.562,0.017,0.884
2018,78,Serbia,5.398,0.975,0.288,0.043,0.685
2018,79,Greece,5.358,1.154,0.131,0.044,0.879
2018,80,Lebanon,5.358,0.965,0.503,0.136,0.785
2018,81,Montenegro,5.347,1.017,0.259,0.081,0.729
2018,82,Croatia,5.321,1.115,0.38,0.039,0.737
2018,83,Dominican Republic,5.302,0.982,0.578,0.106,0.614
2018,84,Algeria,5.295,0.979,0.077,0.135,0.687
2018,85,Morocco,5.254,0.779,0.46,0.074,0.669
2018,86,China,5.246,0.989,0.597,0.103,0.799
2018,87,Azerbaijan,5.201,1.024,0.43,0.176,0.603
2018,88,Tajikistan,5.199,0.474,0.292,0.034,0.598
2018,89,Macedonia,5.185,0.959,0.394,0.052,0.691
2018,90,Jordan,5.161,0.822,0.468,0.134,0.645
2018,91,Nigeria,5.155,0.689,0.462,0.032,0.048
2018,92,Kyrgyzstan,5.131,0.53,0.54,0.035,0.594
2018,93,Bosnia and Herzegovina,5.129,0.915,0.28,0.0,0.758
2018,94,Mongolia,5.125,0.914,0.395,0.032,0.575
2018,95,Vietnam,5.103,0.715,0.618,0.079,0.702
2018,96,Indonesia,5.093,0.899,0.538,0.018,0.522
2018,97,Bhutan,5.082,0.796,0.541,0.171,0.527
2018,98,Somalia,4.982,0.0,0.674,0.282,0.115
2018,99,Cameroon,4.975,0.535,0.454,0.043,0.182
2018,100,Bulgaria,4.933,1.054,0.359,0.009,0.712
2018,101,Nepal,4.88,0.425,0.526,0.078,0.539
2018,102,Venezuela,4.806,0.996,0.133,0.052,0.657
2018,103,Gabon,4.758,1.036,0.356,0.052,0.404
2018,104,Palestinian Territories,4.743,0.642,0.266,0.076,0.602
2018,105,South Africa,4.724,0.94,0.516,0.056,0.33
2018,106,Iran,4.707,1.059,0.459,0.129,0.691
2018,107,Ivory Coast,4.671,0.541,0.467,0.103,0.08
2018,108,Ghana,4.657,0.592,0.499,0.029,0.337
2018,109,Senegal,4.631,0.429,0.406,0.082,0.433
2018,110,Laos,4.623,0.72,0.626,0.174,0.441
2018,111,Tunisia,4.592,0.9,0.271,0.063,0.69
2018,112,Albania,4.586,0.916,0.419,0.032,0.79
2018,113,Sierra Leone,4.571,0.256,0.355,0.053,0.0
2018,114,Congo (Brazzaville),4.559,0.682,0.514,0.077,0.343
2018,115,Bangladesh,4.5,0.532,0.58,0.144,0.579
2018,116,Sri Lanka,4.471,0.918,0.585,0.05,0.672
2018,117,Iraq,4.456,1.01,0.304,0.095,0.536
2018,118,Mali,4.447,0.37,0.367,0.056,0.152
2018,119,Namibia,4.441,0.874,0.519,0.064,0.365
2018,120,Cambodia,4.433,0.549,0.696,0.065,0.457
2018,121,Burkina Faso,4.424,0.314,0.312,0.128,0.254
2018,122,Egypt,4.419,0.885,0.312,0.107,0.553
2018,123,Mozambique,4.417,0.198,0.531,0.158,0.173
2018,124,Kenya,4.41,0.493,0.504,0.055,0.454
2018,125,Zambia,4.377,0.562,0.503,0.082,0.295
2018,126,Mauritania,4.356,0.557,0.129,0.093,0.292
2018,127,Ethiopia,4.35,0.308,0.452,0.146,0.391
2018,128,Georgia,4.34,0.853,0.375,0.215,0.643
2018,129,Armenia,4.321,0.816,0.26,0.028,0.666
2018,130,Myanmar,4.308,0.682,0.58,0.178,0.429
2018,131,Chad,4.301,0.358,0.189,0.06,0.053
2018,132,Congo (Kinshasa),4.245,0.069,0.312,0.052,0.204
2018,133,India,4.19,0.721,0.539,0.093,0.485
2018,134,Niger,4.166,0.131,0.39,0.099,0.221
2018,135,Uganda,4.161,0.322,0.45,0.061,0.237
2018,136,Benin,4.141,0.378,0.44,0.067,0.24
2018,137,Sudan,4.139,0.605,0.016,0.082,0.312
2018,138,Ukraine,4.103,0.793,0.163,0.011,0.609
2018,139,Togo,3.999,0.259,0.434,0.101,0.253
2018,140,Guinea,3.964,0.344,0.394,0.094,0.211
2018,141,Lesotho,3.808,0.472,0.423,0.112,0.079
2018,142,Angola,3.795,0.73,0.0,0.061,0.269
2018,143,Madagascar,3.774,0.262,0.221,0.049,0.402
2018,144,Zimbabwe,3.692,0.357,0.406,0.099,0.248
2018,145,Afghanistan,3.632,0.332,0.085,0.036,0.255
2018,146,Botswana,3.59,1.017,0.557,0.092,0.417
2018,147,Malawi,3.587,0.186,0.531,0.08,0.306
2018,148,Haiti,3.582,0.315,0.025,0.104,0.289
2018,149,Liberia,3.495,0.076,0.419,0.03,0.267
2018,150,Syria,3.462,0.689,0.088,0.144,0.539
2018,151,Rwanda,3.408,0.332,0.636,0.444,0.4
2018,152,Yemen,3.355,0.442,0.244,0.064,0.343
2018,153,Tanzania,3.303,0.455,0.481,0.097,0.381
2018,154,South Sudan,3.254,0.337,0.112,0.106,0.177
2018,155,Central African Republic,3.083,0.024,0.305,0.038,0.01
2018,156,Burundi,2.905,0.091,0.065,0.076,0.145
2019,1,Finland,7.769,1.34,0.596,0.393,0.986
2019,2,Denmark,7.6,1.383,0.592,0.41,0.996
2019,3,Norway,7.554,1.488,0.603,0.341,1.028
2019,4,Iceland,7.494,1.38,0.591,0.118,1.026
2019,5,Netherlands,7.488,1.396,0.557,0.298,0.999
2019,6,Switzerland,7.48,1.452,0.572,0.343,1.052
2019,7,Sweden,7.343,1.387,0.574,0.373,1.009
2019,8,New Zealand,7.307,1.303,0.585,0.38,1.026
2019,9,Canada,7.278,1.365,0.584,0.308,1.039
2019,10,Austria,7.246,1.376,0.532,0.226,1.016
2019,11,Australia,7.228,1.372,0.557,0.29,1.036
2019,12,Costa Rica,7.167,1.034,0.558,0.093,0.963
2019,13,Israel,7.139,1.276,0.371,0.082,1.029
2019,14,Luxembourg,7.09,1.609,0.526,0.316,1.012
2019,15,United Kingdom,7.054,1.333,0.45,0.278,0.996
2019,16,Ireland,7.021,1.499,0.516,0.31,0.999
2019,17,Germany,6.985,1.373,0.495,0.265,0.987
2019,18,Belgium,6.923,1.356,0.473,0.21,0.986
2019,19,United States,6.892,1.433,0.454,0.128,0.874
2019,20,Czech Republic,6.852,1.269,0.457,0.036,0.92
2019,21,United Arab Emirates,6.825,1.503,0.598,0.182,0.825
2019,22,Malta,6.726,1.3,0.564,0.151,0.999
2019,23,Mexico,6.595,1.07,0.433,0.073,0.861
2019,24,France,6.592,1.324,0.436,0.183,1.045
2019,25,Taiwan,6.446,1.368,0.351,0.097,0.914
2019,26,Chile,6.444,1.159,0.357,0.056,0.92
2019,27,Guatemala,6.436,0.8,0.535,0.078,0.746
2019,28,Saudi Arabia,6.375,1.403,0.439,0.132,0.795
2019,29,Qatar,6.374,1.684,0.555,0.167,0.871
2019,30,Spain,6.354,1.286,0.362,0.079,1.062
2019,31,Panama,6.321,1.149,0.516,0.054,0.91
2019,32,Brazil,6.3,1.004,0.39,0.086,0.802
2019,33,Uruguay,6.293,1.124,0.523,0.15,0.891
2019,34,Singapore,6.262,1.572,0.556,0.453,1.141
2019,35,El Salvador,6.253,0.794,0.43,0.074,0.789
2019,36,Italy,6.223,1.294,0.231,0.03,1.039
2019,37,Bahrain,6.199,1.362,0.536,0.11,0.871
2019,38,Slovakia,6.198,1.246,0.334,0.014,0.881
2019,39,Trinidad & Tobago,6.192,1.231,0.489,0.016,0.713
2019,40,Poland,6.182,1.206,0.483,0.05,0.884
2019,41,Uzbekistan,6.174,0.745,0.631,0.24,0.756
2019,42,Lithuania,6.149,1.238,0.291,0.042,0.818
2019,43,Colombia,6.125,0.985,0.47,0.034,0.841
2019,44,Slovenia,6.118,1.258,0.564,0.057,0.953
2019,45,Nicaragua,6.105,0.694,0.435,0.127,0.835
2019,46,Kosovo,6.1,0.882,0.489,0.006,0.758
2019,47,Argentina,6.086,1.092,0.471,0.05,0.881
2019,48,Romania,6.07,1.162,0.462,0.005,0.825
2019,49,Cyprus,6.046,1.263,0.406,0.041,1.042
2019,50,Ecuador,6.028,0.912,0.498,0.087,0.868
2019,51,Kuwait,6.021,1.5,0.493,0.097,0.808
2019,52,Thailand,6.008,1.05,0.557,0.028,0.828
2019,53,Latvia,5.94,1.187,0.264,0.064,0.812
2019,54,South Korea,5.895,1.301,0.159,0.056,1.036
2019,55,Estonia,5.893,1.237,0.495,0.161,0.874
2019,56,Jamaica,5.89,0.831,0.49,0.028,0.831
2019,57,Mauritius,5.888,1.12,0.498,0.06,0.798
2019,58,Japan,5.886,1.327,0.445,0.14,1.088
2019,59,Honduras,5.86,0.642,0.507,0.078,0.828
2019,60,Kazakhstan,5.809,1.173,0.41,0.096,0.729
2019,61,Bolivia,5.779,0.776,0.511,0.064,0.706
2019,62,Hungary,5.758,1.201,0.199,0.02,0.828
2019,63,Paraguay,5.743,0.855,0.514,0.08,0.777
2019,64,Northern Cyprus,5.718,1.263,0.417,0.162,1.042
2019,65,Peru,5.697,0.96,0.455,0.027,0.854
2019,66,Portugal,5.693,1.221,0.508,0.025,0.999
2019,67,Pakistan,5.653,0.677,0.313,0.098,0.535
2019,68,Russia,5.648,1.183,0.334,0.031,0.726
2019,69,Philippines,5.631,0.807,0.558,0.107,0.657
2019,70,Serbia,5.603,1.004,0.282,0.039,0.854
2019,71,Moldova,5.529,0.685,0.245,0.0,0.739
2019,72,Libya,5.525,1.044,0.416,0.152,0.673
2019,73,Montenegro,5.523,1.051,0.197,0.08,0.871
2019,74,Tajikistan,5.467,0.493,0.389,0.144,0.718
2019,75,Croatia,5.432,1.155,0.296,0.022,0.914
2019,76,Hong Kong,5.43,1.438,0.44,0.287,1.122
2019,77,Dominican Republic,5.425,1.015,0.497,0.101,0.779
2019,78,Bosnia and Herzegovina,5.386,0.945,0.212,0.006,0.845
2019,79,Turkey,5.373,1.183,0.195,0.106,0.808
2019,80,Malaysia,5.339,1.221,0.508,0.024,0.828
2019,81,Belarus,5.323,1.067,0.235,0.142,0.789
2019,82,Greece,5.287,1.181,0.067,0.034,0.999
2019,83,Mongolia,5.285,0.948,0.317,0.038,0.667
2019,84,North Macedonia,5.274,0.983,0.345,0.034,0.838
2019,85,Nigeria,5.265,0.696,0.426,0.041,0.245
2019,86,Kyrgyzstan,5.261,0.551,0.508,0.023,0.723
2019,87,Turkmenistan,5.247,1.052,0.394,0.028,0.657
2019,88,Algeria,5.211,1.002,0.086,0.114,0.785
2019,89,Morocco,5.208,0.801,0.418,0.076,0.782
2019,90,Azerbaijan,5.208,1.043,0.351,0.182,0.769
2019,91,Lebanon,5.197,0.987,0.216,0.027,0.815
2019,92,Indonesia,5.192,0.931,0.491,0.028,0.66
2019,93,China,5.191,1.029,0.521,0.1,0.893
2019,94,Vietnam,5.175,0.741,0.543,0.073,0.851
2019,95,Bhutan,5.082,0.813,0.457,0.167,0.604
2019,96,Cameroon,5.044,0.549,0.381,0.037,0.331
2019,97,Bulgaria,5.011,1.092,0.311,0.004,0.815
2019,98,Ghana,4.996,0.611,0.381,0.04,0.486
2019,99,Ivory Coast,4.944,0.569,0.352,0.09,0.232
2019,100,Nepal,4.913,0.446,0.439,0.089,0.677
2019,101,Jordan,4.906,0.837,0.383,0.13,0.815
2019,102,Benin,4.883,0.393,0.349,0.082,0.397
2019,103,Congo (Brazzaville),4.812,0.673,0.372,0.093,0.508
2019,104,Gabon,4.799,1.057,0.295,0.055,0.571
2019,105,Laos,4.796,0.764,0.547,0.164,0.551
2019,106,South Africa,4.722,0.96,0.389,0.055,0.469
2019,107,Albania,4.719,0.947,0.383,0.027,0.874
2019,108,Venezuela,4.707,0.96,0.154,0.047,0.805
2019,109,Cambodia,4.7,0.574,0.609,0.062,0.637
2019,110,Palestinian Territories,4.696,0.657,0.225,0.066,0.672
2019,111,Senegal,4.681,0.45,0.292,0.072,0.571
2019,112,Somalia,4.668,0.0,0.559,0.27,0.268
2019,113,Namibia,4.639,0.879,0.401,0.056,0.477
2019,114,Niger,4.628,0.138,0.318,0.102,0.366
2019,115,Burkina Faso,4.587,0.331,0.255,0.113,0.38
2019,116,Armenia,4.559,0.85,0.283,0.064,0.815
2019,117,Iran,4.548,1.1,0.305,0.125,0.785
2019,118,Guinea,4.534,0.38,0.332,0.086,0.375
2019,119,Georgia,4.519,0.886,0.346,0.164,0.752
2019,120,Gambia,4.516,0.308,0.382,0.167,0.428
2019,121,Kenya,4.509,0.512,0.431,0.053,0.581
2019,122,Mauritania,4.49,0.57,0.066,0.088,0.489
2019,123,Mozambique,4.466,0.204,0.494,0.138,0.39
2019,124,Tunisia,4.461,0.921,0.167,0.055,0.815
2019,125,Bangladesh,4.456,0.562,0.527,0.143,0.723
2019,126,Iraq,4.437,1.043,0.241,0.089,0.574
2019,127,Congo (Kinshasa),4.418,0.094,0.269,0.053,0.357
2019,128,Mali,4.39,0.385,0.327,0.052,0.308
2019,129,Sierra Leone,4.374,0.268,0.309,0.045,0.242
2019,130,Sri Lanka,4.366,0.949,0.47,0.047,0.831
2019,131,Myanmar,4.36,0.71,0.525,0.172,0.555
2019,132,Chad,4.35,0.35,0.174,0.078,0.192
2019,133,Ukraine,4.332,0.82,0.178,0.01,0.739
2019,134,Ethiopia,4.286,0.336,0.344,0.1,0.532
2019,135,Swaziland,4.212,0.811,0.313,0.135,0.0
2019,136,Uganda,4.189,0.332,0.356,0.06,0.443
2019,137,Egypt,4.166,0.913,0.241,0.067,0.644
2019,138,Zambia,4.107,0.578,0.431,0.087,0.426
2019,139,Togo,4.085,0.275,0.293,0.085,0.41
2019,140,India,4.015,0.755,0.498,0.085,0.588
2019,141,Liberia,3.975,0.073,0.37,0.033,0.443
2019,142,Comoros,3.973,0.274,0.142,0.078,0.505
2019,143,Madagascar,3.933,0.274,0.148,0.041,0.555
2019,144,Lesotho,3.802,0.489,0.359,0.093,0.168
2019,145,Burundi,3.775,0.046,0.22,0.18,0.38
2019,146,Zimbabwe,3.663,0.366,0.361,0.089,0.433
2019,147,Haiti,3.597,0.323,0.026,0.11,0.449
2019,148,Botswana,3.488,1.041,0.455,0.1,0.538
2019,149,Syria,3.462,0.619,0.013,0.141,0.44
2019,150,Malawi,3.41,0.191,0.443,0.089,0.495
2019,151,Yemen,3.38,0.287,0.143,0.077,0.463
2019,152,Rwanda,3.334,0.359,0.555,0.411,0.614
2019,153,Tanzania,3.231,0.476,0.417,0.147,0.499
2019,154,Afghanistan,3.203,0.35,0.0,0.025,0.361
2019,155,Central African Republic,3.083,0.026,0.225,0.035,0.105
2019,156,South Sudan,2.853,0.306,0.01,0.091,0.295
